timestamp,node_id,traffic_volume,latency_ms,packet_loss_pct,signal_strength_dbm,error_rate,cpu_utilisation,memory_utilisation,fault
2024-01-07 20:10:00,node_003,372.08,22.64,0.0573,-62.13,0.0182,45.34,57.81,0
2024-01-07 20:15:00,node_003,493.81,18.95,0.0945,-48.47,0.0003,68.78,45.42,0
2024-01-07 20:20:00,node_003,729.44,10.18,0.6398,-54.55,0.0063,44.06,41.02,0
2024-01-07 20:25:00,node_003,639.69,15.19,0.4463,-58.08,0.0267,42.36,50.52,0
2024-01-07 20:30:00,node_003,661.9,22.03,0.1084,-63.33,0.0075,48.31,62.84,0
2024-01-07 20:35:00,node_003,502.93,18.65,0.0181,-66.03,0.0289,29.86,40.36,0
2024-01-07 20:40:00,node_003,538.52,19.49,0.8791,-74.79,0.0393,49.89,47.8,0
2024-01-07 20:45:00,node_003,620.27,21.31,0.6034,-57.98,0.0251,50.26,64.38,0
2024-01-07 20:50:00,node_003,687.23,22.28,0.3002,-67.03,0.0137,55.87,57.78,0
2024-01-07 20:55:00,node_003,265.81,20.58,0.1155,-67.02,0.0525,29.8,37.44,0
2024-01-07 21:00:00,node_003,342.15,3.36,1.6851,-61.2,0.0083,40.0,49.23,0
2024-01-07 21:05:00,node_003,657.13,19.72,0.237,-68.96,0.0924,40.38,43.0,0
2024-01-07 21:10:00,node_003,466.77,17.42,1.3072,-55.17,0.0134,37.06,48.08,0
2024-01-07 21:15:00,node_003,419.39,20.15,0.1257,-64.97,0.0053,25.85,79.74,0
2024-01-07 21:20:00,node_003,349.5,25.34,1.0813,-69.47,0.0326,42.38,56.16,0
2024-01-07 21:25:00,node_003,433.4,14.64,0.3922,-64.44,0.1044,29.96,79.59,0
2024-01-07 21:30:00,node_003,331.72,20.35,1.4392,-59.09,0.0212,58.42,64.87,0
2024-01-07 21:35:00,node_003,750.93,22.39,0.0661,-70.71,0.0075,51.29,49.3,0
2024-01-07 21:40:00,node_003,497.31,18.45,2.3508,-68.37,0.0406,40.33,42.21,0
2024-01-07 21:45:00,node_003,493.05,13.45,0.1133,-59.25,0.0438,50.97,67.39,0
2024-01-07 21:50:00,node_003,570.57,13.98,0.049,-58.4,0.0145,64.88,27.92,0
2024-01-07 21:55:00,node_003,615.48,19.83,0.4158,-74.9,0.0006,60.51,42.57,0
2024-01-07 22:00:00,node_003,613.51,16.9,0.5704,-62.9,0.0019,30.66,49.78,0
2024-01-07 22:05:00,node_003,628.83,10.36,0.2382,-56.1,0.038,73.94,63.67,0
2024-01-07 22:10:00,node_003,424.3,16.01,0.5984,-86.44,0.0074,60.91,55.1,0
2024-01-07 22:15:00,node_003,464.26,13.5,1.4599,-56.64,0.0136,44.52,68.22,0
2024-01-07 22:20:00,node_003,592.28,23.74,0.7955,-50.39,0.04,32.09,48.61,0
2024-01-07 22:25:00,node_003,1350.35,123.99,15.9081,-93.84,0.3602,144.43,48.93,0
2024-01-07 22:30:00,node_003,1513.68,181.94,21.1909,-96.88,0.2795,80.06,60.03,0
2024-01-07 22:35:00,node_003,1836.18,182.75,14.6525,-105.58,0.2612,96.51,64.67,0
2024-01-07 22:40:00,node_003,3981.78,278.71,28.0445,-105.55,0.4998,144.86,49.9,0
2024-01-07 22:45:00,node_003,2051.61,216.79,24.9817,-129.64,0.4384,104.47,50.36,1
2024-01-07 22:50:00,node_003,4148.14,271.16,15.3791,-131.93,0.4428,124.82,45.74,1
2024-01-07 22:55:00,node_003,752.7,77.21,11.7083,-92.58,0.1733,72.58,49.69,0
2024-01-07 23:00:00,node_003,1363.1,99.0,13.8003,-98.08,0.1647,89.62,30.7,1
2024-01-07 23:05:00,node_003,1410.0,131.27,6.8557,-82.0,0.2143,52.31,36.37,1
2024-01-07 23:10:00,node_003,692.95,17.84,0.5093,-72.11,0.0048,49.1,39.09,0
2024-01-07 23:15:00,node_003,662.41,15.74,0.0268,-71.09,0.0254,56.26,36.18,0
2024-01-07 23:20:00,node_003,661.59,24.56,0.4464,-69.19,0.0049,47.71,41.74,0
2024-01-07 23:25:00,node_003,673.24,20.78,0.0533,-61.63,0.0,49.43,66.64,0
2024-01-07 23:30:00,node_003,534.97,16.37,0.5734,-66.08,0.0083,38.61,41.89,0
2024-01-07 23:35:00,node_003,503.86,20.32,0.5343,-78.73,0.002,54.28,48.57,0
2024-01-07 23:40:00,node_003,604.74,18.11,0.488,-64.65,0.0184,31.07,33.85,0
2024-01-07 23:45:00,node_003,587.85,32.52,0.1487,-53.68,0.0045,73.26,59.96,0
2024-01-07 23:50:00,node_003,462.91,18.76,0.5525,-56.68,0.0473,61.39,44.71,0
2024-01-07 23:55:00,node_003,548.58,23.7,0.2677,-64.64,0.0095,38.11,48.56,0
2024-01-08 00:00:00,node_003,888.33,92.83,6.2293,-80.95,0.0976,72.95,65.09,0
2024-01-08 00:05:00,node_003,636.17,56.09,11.0969,-67.74,0.2354,57.52,46.17,0
2024-01-08 00:10:00,node_003,1620.2,109.78,4.7628,-82.73,0.2093,48.16,73.74,0
2024-01-08 00:15:00,node_003,956.96,66.95,5.1858,-77.87,0.1555,68.78,62.88,0
2024-01-08 00:20:00,node_003,1152.36,103.99,6.0954,-70.56,0.2065,61.78,30.38,1
2024-01-08 00:25:00,node_003,594.18,98.94,9.541,-95.58,0.2744,74.08,56.07,1
2024-01-08 00:30:00,node_003,433.19,6.97,0.1374,-58.07,0.0229,47.9,51.65,0
2024-01-08 00:35:00,node_003,503.92,30.95,2.004,-75.2,0.0021,55.01,69.51,0
2024-01-08 00:40:00,node_003,636.49,17.45,0.3782,-73.11,0.0058,79.46,48.41,0
2024-01-08 00:45:00,node_003,547.94,20.43,0.7684,-68.01,0.016,76.13,58.51,0
2024-01-08 00:50:00,node_003,537.26,17.28,0.1134,-72.27,0.0572,63.95,77.5,0
2024-01-08 00:55:00,node_003,364.73,17.01,1.0617,-64.75,0.0213,43.81,59.37,0
2024-01-08 01:00:00,node_003,361.17,14.41,1.6685,-71.63,0.0745,30.85,44.6,0
2024-01-08 01:05:00,node_003,538.7,9.99,0.3871,-60.84,0.0151,46.75,42.29,0
2024-01-08 01:10:00,node_003,336.31,16.41,0.952,-65.34,0.005,31.9,46.06,0
2024-01-08 01:15:00,node_003,1028.11,127.94,10.3606,-82.68,0.0746,82.78,61.33,0
2024-01-08 01:20:00,node_003,957.79,56.58,14.2143,-75.11,0.1681,91.66,38.39,0
2024-01-08 01:25:00,node_003,762.67,98.39,9.3146,-75.69,0.2643,76.77,54.31,0
2024-01-08 01:30:00,node_003,1130.86,91.86,8.0215,-87.23,0.1101,70.89,56.14,0
2024-01-08 01:35:00,node_003,1083.33,101.25,12.2922,-89.55,0.0982,89.46,53.32,1
2024-01-08 01:40:00,node_003,622.42,71.58,5.8235,-80.79,0.1751,82.65,58.49,1
2024-01-08 01:45:00,node_003,388.12,22.01,0.3022,-74.96,0.0023,49.44,51.49,0
2024-01-08 01:50:00,node_003,225.71,24.79,0.1701,-69.57,0.0078,64.17,24.95,0
2024-01-08 01:55:00,node_003,406.09,26.52,0.2046,-58.8,0.004,44.26,51.52,0
2024-01-08 02:00:00,node_003,591.97,20.94,0.1512,-57.25,0.0102,45.63,56.06,0
2024-01-08 02:05:00,node_003,450.33,23.02,0.6496,-70.21,0.0453,54.41,48.38,0
2024-01-08 02:10:00,node_003,555.3,24.25,0.2381,-57.11,0.0005,77.18,49.0,0
2024-01-08 02:15:00,node_003,317.32,23.01,0.6577,-63.28,0.0272,53.82,51.56,0
2024-01-08 02:20:00,node_003,989.56,57.93,6.733,-90.22,0.1839,82.31,49.82,0
2024-01-08 02:25:00,node_003,836.68,83.21,10.6279,-81.91,0.2581,106.98,58.29,0
2024-01-08 02:30:00,node_003,1165.37,73.58,7.8149,-64.45,0.2941,78.04,52.99,0
2024-01-08 02:35:00,node_003,890.33,106.21,11.6551,-65.62,0.1764,100.36,43.24,0
2024-01-08 02:40:00,node_003,523.08,103.24,10.789,-79.13,0.2285,55.42,42.93,1
2024-01-08 02:45:00,node_003,861.84,100.27,6.7367,-65.82,0.2395,64.5,52.34,1
2024-01-08 02:50:00,node_003,616.14,24.01,0.7601,-57.5,0.0205,47.33,47.21,0
2024-01-08 02:55:00,node_003,547.88,13.61,0.1773,-77.73,0.0018,69.11,54.56,0
2024-01-08 03:00:00,node_003,626.01,17.62,1.933,-73.16,0.0062,42.31,47.46,0
2024-01-08 03:05:00,node_003,538.96,17.05,0.2441,-74.82,0.0214,43.41,39.09,0
2024-01-08 03:10:00,node_003,517.16,13.16,0.0065,-72.31,0.11,62.83,26.21,0
2024-01-08 03:15:00,node_003,292.88,17.13,0.3132,-74.33,0.0131,64.42,52.41,0
2024-01-08 03:20:00,node_003,467.56,21.8,1.5593,-67.76,0.0028,32.54,51.76,0
2024-01-08 03:25:00,node_003,496.71,18.76,0.5021,-62.03,0.0105,49.98,41.72,0
2024-01-08 03:30:00,node_003,734.37,25.96,0.0539,-68.45,0.0072,43.9,51.26,0
2024-01-08 03:35:00,node_003,582.43,15.34,0.0571,-68.27,0.0139,26.53,41.06,0
2024-01-08 03:40:00,node_003,684.33,23.49,0.298,-61.7,0.0409,60.27,58.38,0
2024-01-08 03:45:00,node_003,571.7,17.04,0.1278,-60.68,0.0134,71.39,38.62,0
2024-01-08 03:50:00,node_003,414.64,25.65,0.4639,-66.01,0.0146,51.46,53.76,0
2024-01-08 03:55:00,node_003,514.05,23.92,1.3589,-63.4,0.0066,51.5,32.83,0
2024-01-08 04:00:00,node_003,528.35,25.07,1.6905,-84.02,0.0133,66.22,45.78,0
2024-01-08 04:05:00,node_003,387.3,19.19,1.2705,-61.01,0.0831,25.2,42.49,0
2024-01-08 04:10:00,node_003,453.87,26.65,0.1756,-62.36,0.0007,41.94,32.75,0
2024-01-08 04:15:00,node_003,475.31,11.7,1.8784,-52.87,0.018,41.64,52.98,0
2024-01-08 04:20:00,node_003,692.67,22.23,0.1841,-61.51,0.0148,66.51,56.74,0
2024-01-08 04:25:00,node_003,250.31,20.69,0.4918,-59.89,0.0304,60.02,35.47,0
2024-01-08 04:30:00,node_003,644.7,24.17,1.1062,-80.44,0.0034,38.81,34.31,0
2024-01-08 04:35:00,node_003,387.58,19.62,0.5375,-74.77,0.0295,49.7,41.61,0
2024-01-08 04:40:00,node_003,335.35,15.08,2.8374,-62.49,0.0268,31.77,48.54,0
2024-01-08 04:45:00,node_003,641.59,14.54,0.2148,-62.4,0.1126,27.35,54.04,0
2024-01-08 04:50:00,node_003,587.83,19.94,0.0636,-69.38,0.0043,31.7,58.69,0
2024-01-08 04:55:00,node_003,650.54,18.7,0.1244,-72.39,0.0053,38.08,66.03,0
2024-01-08 05:00:00,node_003,596.08,24.28,0.1018,-67.7,0.0845,39.06,64.53,0
2024-01-08 05:05:00,node_003,747.18,24.77,1.1696,-77.48,0.0033,25.98,42.6,0
2024-01-08 05:10:00,node_003,567.05,20.24,0.3135,-72.73,0.0289,42.59,54.65,0
2024-01-08 05:15:00,node_003,481.22,20.13,0.3626,-60.3,0.0412,69.22,50.64,0
2024-01-08 05:20:00,node_003,541.15,25.32,0.095,-77.44,0.0057,31.43,49.87,0
2024-01-08 05:25:00,node_003,649.22,18.78,0.1206,-56.86,0.0563,61.03,52.51,0
2024-01-08 05:30:00,node_003,406.47,18.98,0.8037,-64.81,0.0351,41.92,57.61,0
2024-01-08 05:35:00,node_003,421.77,13.39,0.5742,-61.84,0.1125,67.42,77.11,0
2024-01-08 05:40:00,node_003,462.92,24.39,0.1997,-66.62,0.0041,31.09,53.31,0
2024-01-08 05:45:00,node_003,247.45,19.55,0.7935,-65.56,0.059,54.09,46.49,0
2024-01-08 05:50:00,node_003,516.57,25.68,0.0276,-73.33,0.0276,34.84,33.61,0
2024-01-08 05:55:00,node_003,273.66,13.96,0.0366,-55.23,0.0029,55.33,52.73,0
2024-01-08 06:00:00,node_003,506.37,17.54,0.0463,-62.91,0.0043,52.9,73.84,0
2024-01-08 06:05:00,node_003,603.83,24.73,0.6078,-48.59,0.0078,41.45,49.32,0
2024-01-08 06:10:00,node_003,442.77,21.63,0.453,-57.3,0.0369,40.82,34.71,0
2024-01-08 06:15:00,node_003,701.25,14.08,0.9894,-68.97,0.0,63.42,71.2,0
2024-01-08 06:20:00,node_003,324.74,24.61,1.7307,-75.22,0.0036,75.92,45.5,0
2024-01-08 06:25:00,node_003,642.95,13.48,0.2085,-60.6,0.0094,58.81,56.26,0
2024-01-08 06:30:00,node_003,581.02,24.14,0.4955,-61.52,0.008,52.88,43.5,0
2024-01-08 06:35:00,node_003,294.08,15.1,1.0218,-73.33,0.0037,50.93,37.23,0
2024-01-08 06:40:00,node_003,825.3,26.06,0.1328,-67.45,0.0081,47.55,48.85,0
2024-01-08 06:45:00,node_003,492.35,20.56,0.0502,-70.28,0.0036,16.7,54.06,0
2024-01-08 06:50:00,node_003,394.7,21.72,2.0322,-67.88,0.0283,48.12,61.45,0
2024-01-08 06:55:00,node_003,331.15,19.59,1.1487,-65.19,0.0262,70.05,48.96,0
2024-01-08 07:00:00,node_003,473.6,20.44,0.4708,-67.93,0.0081,28.35,58.9,0
2024-01-08 07:05:00,node_003,765.14,97.1,5.4616,-61.22,0.1014,58.18,52.64,0
2024-01-08 07:10:00,node_003,1825.07,163.21,15.252,-92.44,0.3263,84.38,44.67,0
2024-01-08 07:15:00,node_003,3735.59,291.26,25.9889,-124.34,0.5107,127.41,61.22,0
2024-01-08 07:20:00,node_003,4344.61,273.13,23.4979,-113.23,0.332,76.48,44.24,0
2024-01-08 07:25:00,node_003,3613.85,290.35,26.1168,-100.89,0.6181,129.54,67.42,1
2024-01-08 07:30:00,node_003,1920.27,300.61,25.6472,-99.15,0.4437,104.4,42.75,1
2024-01-08 07:35:00,node_003,2089.75,200.32,16.0338,-97.32,0.3143,102.47,57.79,1
2024-01-08 07:40:00,node_003,421.66,107.05,3.4622,-82.41,0.1333,52.53,40.8,1
2024-01-08 07:45:00,node_003,542.45,20.6,0.0557,-68.92,0.026,33.43,53.24,0
2024-01-08 07:50:00,node_003,382.48,21.65,0.336,-60.43,0.0011,46.48,61.44,0
2024-01-08 07:55:00,node_003,519.6,21.59,0.3599,-69.42,0.004,37.76,61.41,0
2024-01-08 08:00:00,node_003,657.69,13.92,1.1554,-60.32,0.007,51.59,41.15,0
2024-01-08 08:05:00,node_003,386.15,21.97,2.2367,-61.22,0.0296,23.4,76.66,0
2024-01-08 08:10:00,node_003,627.35,36.35,0.0575,-64.75,0.0359,44.65,59.08,0
2024-01-08 08:15:00,node_003,447.99,28.05,0.1897,-35.68,0.006,45.37,40.26,0
2024-01-08 08:20:00,node_003,710.38,16.1,0.6656,-64.88,0.0004,44.43,60.94,0
2024-01-08 08:25:00,node_003,456.18,11.0,0.5358,-51.16,0.0076,24.52,18.78,0
2024-01-08 08:30:00,node_003,399.14,20.26,0.0422,-55.23,0.0033,48.4,66.31,0
2024-01-08 08:35:00,node_003,582.47,25.42,0.0303,-64.74,0.002,7.65,47.64,0
2024-01-08 08:40:00,node_003,447.71,19.81,0.2679,-67.88,0.0151,39.68,41.39,0
2024-01-08 08:45:00,node_003,399.03,29.45,0.3434,-74.38,0.0006,54.71,42.04,0
2024-01-08 08:50:00,node_003,442.66,16.1,0.4247,-59.67,0.0293,41.76,69.71,0
2024-01-08 08:55:00,node_003,494.65,21.12,0.5088,-58.49,0.0383,37.61,29.51,0
2024-01-08 09:00:00,node_003,661.06,19.46,0.3288,-69.31,0.0164,54.9,52.19,0
2024-01-08 09:05:00,node_003,267.91,23.66,0.633,-69.1,0.012,33.08,68.21,0
2024-01-08 09:10:00,node_003,502.77,24.0,0.0623,-71.81,0.0067,57.47,39.21,0
2024-01-08 09:15:00,node_003,574.99,25.94,0.6771,-59.36,0.0206,48.82,58.65,0
2024-01-08 09:20:00,node_003,523.21,19.38,0.4828,-54.64,0.0038,29.14,78.72,0
2024-01-08 09:25:00,node_003,657.18,26.29,0.0047,-72.74,0.0285,28.59,61.0,0
2024-01-08 09:30:00,node_003,491.08,21.72,0.319,-72.42,0.0429,46.71,46.36,0
2024-01-08 09:35:00,node_003,477.85,26.8,0.2166,-66.18,0.0213,72.94,40.6,0
2024-01-08 09:40:00,node_003,571.08,27.5,0.1462,-58.36,0.0117,58.55,56.55,0
2024-01-08 09:45:00,node_003,511.92,20.09,0.0284,-60.97,0.0029,56.37,60.93,0
2024-01-08 09:50:00,node_003,453.15,16.63,1.8935,-55.53,0.0157,43.89,50.01,0
2024-01-08 09:55:00,node_003,561.94,21.02,0.1641,-83.83,0.0144,43.77,37.25,0
2024-01-08 10:00:00,node_003,421.7,24.95,0.3064,-68.74,0.0049,38.12,62.3,0
2024-01-08 10:05:00,node_003,426.66,12.47,0.0495,-56.39,0.0115,57.03,46.95,0
2024-01-08 10:10:00,node_003,436.64,17.53,0.797,-51.55,0.0253,39.57,52.49,0
2024-01-08 10:15:00,node_003,1024.67,91.31,10.4129,-76.3,0.199,76.35,62.78,0
2024-01-08 10:20:00,node_003,210.79,76.58,12.3412,-82.81,0.1781,66.54,47.44,0
2024-01-08 10:25:00,node_003,948.42,131.86,8.6914,-87.37,0.3473,93.47,63.62,0
2024-01-08 10:30:00,node_003,1049.8,86.2,4.4561,-78.76,0.1158,51.09,54.76,0
2024-01-08 10:35:00,node_003,476.15,79.98,6.5558,-66.7,0.2341,61.52,53.37,1
2024-01-08 10:40:00,node_003,1302.86,103.97,3.8459,-86.6,0.2129,83.62,44.66,1
2024-01-08 10:45:00,node_003,557.09,18.49,0.2645,-82.74,0.0326,60.47,58.85,0
2024-01-08 10:50:00,node_003,570.76,13.34,0.4923,-61.74,0.0101,63.8,36.87,0
2024-01-08 10:55:00,node_003,181.78,28.85,0.3975,-69.0,0.0006,27.78,38.56,0
2024-01-08 11:00:00,node_003,663.97,16.96,0.2011,-61.19,0.008,35.56,61.88,0
2024-01-08 11:05:00,node_003,411.47,10.48,0.1045,-64.31,0.0081,54.78,26.61,0
2024-01-08 11:10:00,node_003,582.39,25.68,0.0848,-54.7,0.0666,37.05,50.7,0
2024-01-08 11:15:00,node_003,588.93,16.12,0.0187,-64.07,0.0068,55.03,30.86,0
2024-01-08 11:20:00,node_003,394.8,13.94,0.2944,-65.66,0.0004,49.41,58.62,0
2024-01-08 11:25:00,node_003,579.26,23.39,0.096,-65.66,0.0066,67.18,46.76,0
2024-01-08 11:30:00,node_003,453.74,17.41,1.0693,-52.72,0.0017,66.62,24.88,0
2024-01-08 11:35:00,node_003,251.43,20.84,0.2745,-68.53,0.0068,66.45,65.7,0
2024-01-08 11:40:00,node_003,640.13,16.83,0.4924,-58.68,0.0065,46.07,43.11,0
2024-01-08 11:45:00,node_003,406.99,17.69,0.1868,-60.49,0.0227,42.63,62.64,0
2024-01-08 11:50:00,node_003,397.46,15.04,0.1501,-62.96,0.016,43.76,51.4,0
2024-01-08 11:55:00,node_003,451.63,13.93,0.8471,-63.35,0.0499,28.07,46.62,0
2024-01-08 12:00:00,node_003,532.67,37.36,0.2305,-64.53,0.0261,39.79,34.15,0
2024-01-08 12:05:00,node_003,888.02,77.82,5.2893,-71.14,0.1556,84.99,62.71,0
2024-01-08 12:10:00,node_003,1340.18,75.47,7.5091,-81.12,0.189,64.15,41.63,0
2024-01-08 12:15:00,node_003,702.16,114.49,9.1363,-62.87,0.0978,64.03,67.81,0
2024-01-08 12:20:00,node_003,774.92,84.51,10.2635,-71.75,0.2253,49.08,80.98,0
2024-01-08 12:25:00,node_003,858.69,126.93,7.6178,-80.25,0.1543,87.64,41.88,1
2024-01-08 12:30:00,node_003,1750.11,57.18,6.0912,-76.13,0.137,71.1,37.92,1
2024-01-08 12:35:00,node_003,486.34,17.97,0.0338,-63.2,0.0175,72.66,54.55,0
2024-01-08 12:40:00,node_003,630.23,18.51,2.0829,-80.34,0.0073,58.57,29.09,0
2024-01-08 12:45:00,node_003,504.63,25.68,0.7936,-63.59,0.0039,56.12,55.5,0
2024-01-08 12:50:00,node_003,441.96,18.76,0.549,-70.12,0.0404,45.67,53.07,0
2024-01-08 12:55:00,node_003,470.39,25.72,0.0273,-67.33,0.014,20.77,48.37,0
2024-01-08 13:00:00,node_003,479.79,19.73,1.9519,-71.65,0.0227,15.68,48.26,0
2024-01-08 13:05:00,node_003,572.44,18.97,0.7157,-66.87,0.0044,71.93,68.73,0
2024-01-08 13:10:00,node_003,664.95,14.89,0.3003,-52.8,0.0176,53.29,66.28,0
2024-01-08 13:15:00,node_003,543.16,30.72,0.8823,-64.41,0.0079,42.87,18.75,0
2024-01-08 13:20:00,node_003,642.45,20.07,0.2065,-72.63,0.0121,24.3,52.24,0
2024-01-08 13:25:00,node_003,384.23,19.99,0.2625,-63.76,0.0354,54.38,57.27,0
2024-01-08 13:30:00,node_003,450.24,29.29,0.5571,-58.44,0.0062,58.16,48.33,0
2024-01-08 13:35:00,node_003,413.08,22.08,1.2772,-66.81,0.0018,59.5,36.1,0
2024-01-08 13:40:00,node_003,537.73,22.64,1.2593,-60.33,0.0067,58.21,60.66,0
2024-01-08 13:45:00,node_003,456.92,20.3,0.1347,-80.97,0.0184,62.95,50.18,0
2024-01-08 13:50:00,node_003,587.57,16.13,0.5136,-74.03,0.0349,41.5,42.0,0
2024-01-08 13:55:00,node_003,388.28,26.08,1.0787,-61.15,0.0478,36.53,50.86,0
2024-01-08 14:00:00,node_003,505.16,12.92,0.0548,-76.9,0.0087,49.49,69.98,0
2024-01-08 14:05:00,node_003,582.42,15.12,0.1027,-61.42,0.0296,33.76,54.3,0
2024-01-08 14:10:00,node_003,252.16,16.11,0.7714,-71.08,0.0126,49.08,49.16,0
2024-01-08 14:15:00,node_003,754.6,21.26,0.4131,-72.8,0.0225,22.51,60.81,0
2024-01-08 14:20:00,node_003,466.02,19.92,0.029,-62.22,0.017,43.82,40.34,0
2024-01-08 14:25:00,node_003,257.0,10.69,0.3824,-60.41,0.0021,56.7,23.06,0
2024-01-08 14:30:00,node_003,518.97,31.59,1.2722,-55.34,0.0047,65.45,65.74,0
2024-01-08 14:35:00,node_003,504.01,23.8,0.101,-59.96,0.0425,48.98,56.73,0
2024-01-08 14:40:00,node_003,490.17,17.55,0.0354,-62.15,0.0119,53.0,48.68,0
2024-01-08 14:45:00,node_003,618.94,22.17,1.4634,-54.53,0.0064,45.97,35.11,0
2024-01-08 14:50:00,node_003,589.69,22.23,0.2389,-72.52,0.0165,57.89,73.89,0
2024-01-08 14:55:00,node_003,1265.22,103.14,4.7217,-97.84,0.1139,68.57,57.52,0
2024-01-08 15:00:00,node_003,936.53,130.39,6.3731,-94.65,0.2621,88.76,57.97,0
2024-01-08 15:05:00,node_003,1049.96,130.68,11.0743,-72.95,0.1247,51.02,46.4,0
2024-01-08 15:10:00,node_003,1633.7,73.38,9.3017,-100.49,0.0726,50.76,60.56,0
2024-01-08 15:15:00,node_003,730.22,101.14,6.2208,-79.57,0.2191,76.04,51.68,1
2024-01-08 15:20:00,node_003,789.63,98.89,8.0218,-78.67,0.1288,61.77,54.35,1
2024-01-08 15:25:00,node_003,507.8,18.96,0.0075,-71.63,0.0405,32.9,50.48,0
2024-01-08 15:30:00,node_003,597.59,17.83,0.3418,-70.32,0.0515,49.66,46.28,0
2024-01-08 15:35:00,node_003,398.74,16.15,1.2555,-68.62,0.0199,32.15,33.34,0
2024-01-08 15:40:00,node_003,290.76,15.98,0.3802,-60.61,0.0236,39.96,45.59,0
2024-01-08 15:45:00,node_003,518.82,17.68,0.0142,-55.52,0.0456,55.32,44.57,0
2024-01-08 15:50:00,node_003,533.75,18.82,0.336,-71.43,0.0329,48.53,41.52,0
2024-01-08 15:55:00,node_003,678.75,25.03,0.0232,-80.76,0.0395,21.33,47.54,0
2024-01-08 16:00:00,node_003,347.56,18.1,0.3015,-61.11,0.0708,63.62,45.39,0
2024-01-08 16:05:00,node_003,638.56,18.34,0.6682,-76.83,0.0017,40.34,50.72,0
2024-01-08 16:10:00,node_003,784.09,18.54,0.0702,-66.98,0.0077,19.9,62.55,0
2024-01-08 16:15:00,node_003,454.67,19.76,0.2085,-59.55,0.0277,52.16,34.86,0
2024-01-08 16:20:00,node_003,345.09,28.49,0.1109,-55.01,0.0043,49.69,56.25,0
2024-01-08 16:25:00,node_003,451.16,18.1,0.2501,-77.91,0.0038,31.58,38.69,0
2024-01-08 16:30:00,node_003,501.68,22.81,0.081,-59.24,0.0413,43.71,34.14,0
2024-01-08 16:35:00,node_003,567.65,21.75,0.1586,-80.17,0.0231,65.19,65.03,0
2024-01-08 16:40:00,node_003,429.03,20.31,0.0722,-68.62,0.0089,53.77,36.33,0
2024-01-08 16:45:00,node_003,686.62,15.21,0.2659,-63.69,0.0119,72.2,48.22,0
2024-01-08 16:50:00,node_003,366.26,22.62,0.3189,-73.54,0.0007,51.3,54.48,0
2024-01-08 16:55:00,node_003,291.3,10.37,0.4422,-62.17,0.0503,48.27,39.87,0
2024-01-08 17:00:00,node_003,632.81,14.9,0.7065,-68.21,0.0143,66.21,49.43,0
2024-01-08 17:05:00,node_003,381.87,71.83,5.6224,-79.76,0.2307,53.04,55.23,0
2024-01-08 17:10:00,node_003,858.11,107.36,7.9443,-84.14,0.1403,64.48,48.36,0
2024-01-08 17:15:00,node_003,1933.75,110.99,6.5948,-77.52,0.117,88.33,61.87,0
2024-01-08 17:20:00,node_003,854.44,113.29,8.6735,-78.59,0.1533,57.78,43.61,0
2024-01-08 17:25:00,node_003,595.94,90.14,4.2191,-84.17,0.1491,88.2,61.13,1
2024-01-08 17:30:00,node_003,972.28,117.62,10.2822,-83.96,0.2696,73.59,55.56,1
2024-01-08 17:35:00,node_003,493.9,18.32,0.6089,-53.33,0.004,57.48,56.9,0
2024-01-08 17:40:00,node_003,519.28,18.37,0.0812,-68.4,0.0009,33.01,63.06,0
2024-01-08 17:45:00,node_003,579.47,14.33,0.0317,-63.69,0.01,43.53,50.78,0
2024-01-08 17:50:00,node_003,375.31,9.46,0.0127,-58.26,0.0041,34.77,67.38,0
2024-01-08 17:55:00,node_003,702.51,13.62,1.0103,-61.74,0.0011,38.16,48.6,0
2024-01-08 18:00:00,node_003,529.41,25.85,0.4822,-66.21,0.0018,17.47,52.29,0
2024-01-08 18:05:00,node_003,587.22,16.44,0.0104,-73.24,0.0122,38.09,47.15,0
2024-01-08 18:10:00,node_003,424.62,17.38,1.3825,-82.47,0.0038,53.88,44.89,0
2024-01-08 18:15:00,node_003,654.37,25.11,0.0574,-65.77,0.012,27.51,28.0,0
2024-01-08 18:20:00,node_003,469.15,6.79,0.6905,-63.56,0.003,24.18,45.84,0
2024-01-08 18:25:00,node_003,533.31,17.07,0.9644,-64.7,0.0033,33.72,51.02,0
2024-01-08 18:30:00,node_003,388.03,14.51,0.5246,-59.1,0.0067,23.03,69.37,0
2024-01-08 18:35:00,node_003,380.37,21.47,0.0368,-70.65,0.0015,65.28,37.4,0
2024-01-08 18:40:00,node_003,582.58,22.78,0.4182,-62.88,0.0024,38.43,54.07,0
2024-01-08 18:45:00,node_003,446.77,22.87,0.3016,-62.1,0.0756,63.56,59.58,0
2024-01-08 18:50:00,node_003,397.54,27.54,0.7115,-62.62,0.0011,48.46,65.97,0
2024-01-08 18:55:00,node_003,422.82,22.77,0.1565,-50.51,0.0116,45.51,71.14,0
2024-01-08 19:00:00,node_003,583.87,21.24,0.5945,-63.66,0.0473,39.17,62.13,0
2024-01-08 19:05:00,node_003,424.52,32.17,0.1132,-74.96,0.0446,33.02,43.43,0
2024-01-08 19:10:00,node_003,485.88,9.36,0.6168,-72.74,0.0103,14.35,36.5,0
2024-01-08 19:15:00,node_003,501.8,31.0,0.1521,-56.5,0.0019,43.25,24.91,0
2024-01-08 19:20:00,node_003,269.92,28.71,2.1696,-60.71,0.0297,43.39,51.25,0
